"","yr","mo","Value.mn","Value.sd","Value.n","siteID","date"
"1",2011,10,11.4796590909091,0.633084434333404,154,"SanLuis",2011-10-15
"2",2011,11,11.6703111419325,0.568683408569991,721,"SanLuis",2011-11-15
"3",2011,12,10.1432237903226,0.901668644533124,744,"SanLuis",2011-12-15
"4",2012,1,8.81107671601615,0.787247934353884,743,"SanLuis",2012-01-15
"5",2012,2,9.24903448275862,0.744048522990688,696,"SanLuis",2012-02-15
"6",2012,3,8.48606620689655,2.4469681087355,725,"SanLuis",2012-03-15
"7",2012,4,11.506860724234,1.91547973845025,718,"SanLuis",2012-04-15
"8",2012,5,13.7125110887097,1.18113557801897,744,"SanLuis",2012-05-15
"9",2012,6,15.3240010416667,1.20043863307073,720,"SanLuis",2012-06-15
"10",2012,7,15.8148669137466,0.757225072742436,742,"SanLuis",2012-07-15
"11",2012,8,15.9113968413978,0.795928521285716,744,"SanLuis",2012-08-15
"12",2012,9,14.3721895833333,1.08690781983909,720,"SanLuis",2012-09-15
"13",2012,10,12.4407476478495,1.17239516117276,744,"SanLuis",2012-10-15
"14",2012,11,10.3455300841515,0.987687635428653,713,"SanLuis",2012-11-15
"15",2012,12,9.20034811827957,1.00483835460875,744,"SanLuis",2012-12-15
"16",2013,1,8.77341935483871,1.05451742240731,744,"SanLuis",2013-01-15
"17",2013,2,9.07825595238095,0.796378678748067,672,"SanLuis",2013-02-15
"18",2013,3,10.352934051144,0.993683103509435,743,"SanLuis",2013-03-15
"19",2013,4,11.659875,1.18305727135325,720,"SanLuis",2013-04-15
"20",2013,5,13.2673475582437,1.16935631714929,744,"SanLuis",2013-05-15
"21",2013,6,15.3612993055556,1.09439761081738,720,"SanLuis",2013-06-15
"22",2013,7,15.9975329301075,0.615209551687472,744,"SanLuis",2013-07-15
"23",2013,8,15.5645961021505,0.735744264206786,744,"SanLuis",2013-08-15
"24",2013,9,14.3780431154381,1.69188042498342,719,"SanLuis",2013-09-15
"25",2013,10,11.385,1.0416335761994,744,"SanLuis",2013-10-15
"26",2013,11,9.46044479166667,0.863962297611404,720,"SanLuis",2013-11-15
"27",2013,12,8.23147567567568,0.891063478025171,740,"SanLuis",2013-12-15
