"","yr","mo","Value.mn","Value.sd","Value.n","siteID","date"
"1",2008,4,6.41947887323944,0.416486150428181,142,"EastForkJemezHiddenValley",2008-04-15
"2",2008,5,8.95068383699634,1.82856410444428,728,"EastForkJemezHiddenValley",2008-05-15
"3",2008,6,12.8876356481481,0.941256813360775,720,"EastForkJemezHiddenValley",2008-06-15
"4",2008,7,15.0053658154122,0.855910757929748,744,"EastForkJemezHiddenValley",2008-07-15
"5",2008,8,15.6969238921002,0.270372826604896,346,"EastForkJemezHiddenValley",2008-08-15
"6",2008,11,2.54515789473684,0.0804843070679653,19,"EastForkJemezHiddenValley",2008-11-15
"7",2009,4,5.23402571770335,1.34710346517622,418,"EastForkJemezHiddenValley",2009-04-15
"8",2009,5,10.1326670026882,1.17179059761548,744,"EastForkJemezHiddenValley",2009-05-15
"9",2009,6,12.7114944444444,1.54539116731583,720,"EastForkJemezHiddenValley",2009-06-15
"10",2009,7,15.9355,0.493827026974688,744,"EastForkJemezHiddenValley",2009-07-15
"11",2009,8,14.9301850605653,1.0202341943031,743,"EastForkJemezHiddenValley",2009-08-15
"12",2009,9,11.9283892361111,1.67766344370983,720,"EastForkJemezHiddenValley",2009-09-15
"13",2009,10,8.79179333333333,0.591860456203248,75,"EastForkJemezHiddenValley",2009-10-15
"14",2010,4,5.28914603559871,1.80637904854171,412,"EastForkJemezHiddenValley",2010-04-15
"15",2010,5,8.66891440217391,2.30029416197334,736,"EastForkJemezHiddenValley",2010-05-15
"16",2010,6,14.5414554317549,1.38025037735276,718,"EastForkJemezHiddenValley",2010-06-15
"17",2010,7,16.2984543010753,0.623820866526962,744,"EastForkJemezHiddenValley",2010-07-15
"18",2010,8,16.2034526209677,0.925939078545039,744,"EastForkJemezHiddenValley",2010-08-15
"19",2010,9,13.1278572423398,1.2699668172986,718,"EastForkJemezHiddenValley",2010-09-15
"20",2010,10,8.97739248251748,1.97383329131093,572,"EastForkJemezHiddenValley",2010-10-15
"21",2011,3,2.51309851301115,1.13433064231986,538,"EastForkJemezHiddenValley",2011-03-15
"22",2011,4,4.85798620933522,1.15247252832568,707,"EastForkJemezHiddenValley",2011-04-15
"23",2011,5,8.45043047945205,1.8678598123741,730,"EastForkJemezHiddenValley",2011-05-15
"24",2011,6,12.9089288194444,0.942096454109089,720,"EastForkJemezHiddenValley",2011-06-15
"25",2011,7,15.0449391801075,0.725024993591927,744,"EastForkJemezHiddenValley",2011-07-15
"26",2011,8,15.7205794354839,0.444441932706926,744,"EastForkJemezHiddenValley",2011-08-15
