"","yr","mo","Value.mn","Value.sd","Value.n","siteID","date"
"1",2008,11,2.46272983870968,1.2294484410102,124,"LaJaraFlume",2008-11-15
"2",2009,4,4.01956925207756,1.72555375956105,361,"LaJaraFlume",2009-04-15
"3",2009,5,8.31483938172043,1.24186587982245,744,"LaJaraFlume",2009-05-15
"4",2009,6,10.7115173611111,1.33666468880948,720,"LaJaraFlume",2009-06-15
"5",2009,7,13.0259603494624,0.494015666324224,744,"LaJaraFlume",2009-07-15
"6",2009,8,11.9479180107527,0.659129663410745,744,"LaJaraFlume",2009-08-15
"7",2009,9,9.46421736111111,1.41746585064231,720,"LaJaraFlume",2009-09-15
"8",2009,10,5.7422530282638,1.69704829225359,743,"LaJaraFlume",2009-10-15
"9",2009,11,2.68554432624113,0.470426677288128,282,"LaJaraFlume",2009-11-15
"10",2010,4,3.6019889380531,1.16981095791626,452,"LaJaraFlume",2010-04-15
"11",2010,5,7.1957206284153,2.35158938426186,732,"LaJaraFlume",2010-05-15
"12",2010,6,12.4716493055556,1.02119221224644,720,"LaJaraFlume",2010-06-15
"13",2010,7,12.5015331541219,0.782122237188381,744,"LaJaraFlume",2010-07-15
"14",2010,8,12.2956934363799,0.850020442691219,744,"LaJaraFlume",2010-08-15
"15",2010,9,10.520062037037,0.895984438426358,720,"LaJaraFlume",2010-09-15
"16",2010,10,6.63401437556155,2.2067935749542,742,"LaJaraFlume",2010-10-15
"17",2010,11,1.52809906340058,1.40522077778052,694,"LaJaraFlume",2010-11-15
"18",2010,12,0.156499176276771,0.170913175013396,607,"LaJaraFlume",2010-12-15
"19",2011,3,0.897837827715356,0.718024445586106,445,"LaJaraFlume",2011-03-15
"20",2011,4,4.30810651041667,1.65443847443595,640,"LaJaraFlume",2011-04-15
"21",2011,5,7.94418870523416,2.6792929178691,726,"LaJaraFlume",2011-05-15
"22",2011,6,13.4467145833333,1.83248268784384,720,"LaJaraFlume",2011-06-15
"23",2011,7,14.8186346899225,1.30876835630457,516,"LaJaraFlume",2011-07-15
"24",2011,10,6.99744761029412,0.281452871504328,272,"LaJaraFlume",2011-10-15
"25",2012,4,18.7835405405405,5.50533462987805,185,"LaJaraFlume",2012-04-15
"26",2012,5,21.2093511235955,2.99842495573033,712,"LaJaraFlume",2012-05-15
