"","datetime_NM","temp_C","season","temp_C_c","siteID"
"1",2011-10-25 14:00:00,12.401,"Summer",12.401,"SanLuis"
"2",2011-10-25 15:00:00,12.449,"Summer",12.449,"SanLuis"
"3",2011-10-25 16:00:00,12.787,"Summer",12.787,"SanLuis"
"4",2011-10-25 17:00:00,12.835,"Summer",12.835,"SanLuis"
"5",2011-10-25 18:00:00,12.787,"Summer",12.787,"SanLuis"
"6",2011-10-25 19:00:00,12.5935,"Summer",12.5935,"SanLuis"
"7",2011-10-25 20:00:00,12.401,"Summer",12.401,"SanLuis"
"8",2011-10-25 21:00:00,12.3525,"Summer",12.3525,"SanLuis"
"9",2011-10-25 22:00:00,12.2555,"Summer",12.2555,"SanLuis"
"10",2011-10-25 23:00:00,12.207,"Summer",12.207,"SanLuis"
"11",2011-10-26 00:00:00,12.1585,"Summer",12.1585,"SanLuis"
"12",2011-10-26 01:00:00,12.11,"Summer",12.11,"SanLuis"
"13",2011-10-26 02:00:00,12.11,"Summer",12.11,"SanLuis"
"14",2011-10-26 03:00:00,12.11,"Summer",12.11,"SanLuis"
"15",2011-10-26 04:00:00,12.11,"Summer",12.11,"SanLuis"
"16",2011-10-26 05:00:00,12.11,"Summer",12.11,"SanLuis"
"17",2011-10-26 06:00:00,12.11,"Summer",12.11,"SanLuis"
"18",2011-10-26 07:00:00,12.0615,"Summer",12.0615,"SanLuis"
"19",2011-10-26 08:00:00,12.013,"Summer",12.013,"SanLuis"
"20",2011-10-26 09:00:00,12.013,"Summer",12.013,"SanLuis"
"21",2011-10-26 10:00:00,12.11,"Summer",12.11,"SanLuis"
"22",2011-10-26 11:00:00,12.11,"Summer",12.11,"SanLuis"
"23",2011-10-26 12:00:00,12.1585,"Summer",12.1585,"SanLuis"
"24",2011-10-26 13:00:00,12.207,"Summer",12.207,"SanLuis"
"25",2011-10-26 14:00:00,12.11,"Summer",12.11,"SanLuis"
"26",2011-10-26 15:00:00,12.1585,"Summer",12.1585,"SanLuis"
"27",2011-10-26 16:00:00,12.013,"Summer",12.013,"SanLuis"
"28",2011-10-26 17:00:00,11.7705,"Summer",11.7705,"SanLuis"
"29",2011-10-26 18:00:00,12.013,"Summer",12.013,"SanLuis"
"30",2011-10-26 19:00:00,11.8675,"Summer",11.8675,"SanLuis"
"31",2011-10-26 20:00:00,11.819,"Summer",11.819,"SanLuis"
"32",2011-10-26 21:00:00,11.819,"Summer",11.819,"SanLuis"
"33",2011-10-26 22:00:00,11.6735,"Summer",11.6735,"SanLuis"
"34",2011-10-26 23:00:00,11.625,"Summer",11.625,"SanLuis"
"35",2011-10-27 00:00:00,11.625,"Summer",11.625,"SanLuis"
"36",2011-10-27 01:00:00,11.528,"Summer",11.528,"SanLuis"
"37",2011-10-27 02:00:00,11.528,"Summer",11.528,"SanLuis"
"38",2011-10-27 03:00:00,11.528,"Summer",11.528,"SanLuis"
"39",2011-10-27 04:00:00,11.528,"Summer",11.528,"SanLuis"
"40",2011-10-27 05:00:00,11.528,"Summer",11.528,"SanLuis"
"41",2011-10-27 06:00:00,11.528,"Summer",11.528,"SanLuis"
"42",2011-10-27 07:00:00,11.528,"Summer",11.528,"SanLuis"
"43",2011-10-27 08:00:00,11.528,"Summer",11.528,"SanLuis"
"44",2011-10-27 09:00:00,11.528,"Summer",11.528,"SanLuis"
"45",2011-10-27 10:00:00,11.528,"Summer",11.528,"SanLuis"
"46",2011-10-27 11:00:00,11.6735,"Summer",11.6735,"SanLuis"
"47",2011-10-27 12:00:00,11.819,"Summer",11.819,"SanLuis"
"48",2011-10-27 13:00:00,11.8675,"Summer",11.8675,"SanLuis"
"49",2011-10-27 14:00:00,11.8675,"Summer",11.8675,"SanLuis"
"50",2011-10-27 15:00:00,12.0615,"Summer",12.0615,"SanLuis"
"51",2011-10-27 16:00:00,12.1585,"Summer",12.1585,"SanLuis"
"52",2011-10-27 17:00:00,12.1585,"Summer",12.1585,"SanLuis"
"53",2011-10-27 18:00:00,12.11,"Summer",12.11,"SanLuis"
"54",2011-10-27 19:00:00,12.013,"Summer",12.013,"SanLuis"
"55",2011-10-27 20:00:00,11.8675,"Summer",11.8675,"SanLuis"
"56",2011-10-27 21:00:00,11.7705,"Summer",11.7705,"SanLuis"
"57",2011-10-27 22:00:00,11.6735,"Summer",11.6735,"SanLuis"
"58",2011-10-27 23:00:00,11.5765,"Summer",11.5765,"SanLuis"
"59",2011-10-28 00:00:00,11.4795,"Summer",11.4795,"SanLuis"
