"","datetime_NM","temp_C","yr","day","mo","season"
"1",2011-10-03 15:00:00,13.94,2011,276,10,"Summer"
"2",2011-10-03 16:00:00,13.293,2011,276,10,"Summer"
"3",2011-10-03 17:00:00,13.197,2011,276,10,"Summer"
"4",2011-10-03 18:00:00,13.173,2011,276,10,"Summer"
"5",2011-10-03 19:00:00,13.173,2011,276,10,"Summer"
"6",2011-10-03 20:00:00,13.173,2011,276,10,"Summer"
"7",2011-10-03 21:00:00,13.173,2011,276,10,"Summer"
"8",2011-10-03 22:00:00,13.173,2011,276,10,"Summer"
"9",2011-10-03 23:00:00,13.173,2011,276,10,"Summer"
"10",2011-10-04 00:00:00,13.173,2011,277,10,"Summer"
"11",2011-10-04 01:00:00,13.173,2011,277,10,"Summer"
"12",2011-10-04 02:00:00,13.173,2011,277,10,"Summer"
"13",2011-10-04 03:00:00,13.173,2011,277,10,"Summer"
"14",2011-10-04 04:00:00,13.173,2011,277,10,"Summer"
"15",2011-10-04 05:00:00,13.173,2011,277,10,"Summer"
"16",2011-10-04 06:00:00,13.173,2011,277,10,"Summer"
"17",2011-10-04 07:00:00,13.173,2011,277,10,"Summer"
"18",2011-10-04 08:00:00,13.173,2011,277,10,"Summer"
"19",2011-10-04 09:00:00,13.173,2011,277,10,"Summer"
"20",2011-10-04 10:00:00,13.173,2011,277,10,"Summer"
"21",2011-10-04 11:00:00,13.173,2011,277,10,"Summer"
"22",2011-10-04 12:00:00,13.173,2011,277,10,"Summer"
"23",2011-10-04 13:00:00,13.173,2011,277,10,"Summer"
"24",2011-10-04 14:00:00,13.173,2011,277,10,"Summer"
"25",2011-10-04 15:00:00,13.173,2011,277,10,"Summer"
"26",2011-10-04 16:00:00,13.269,2011,277,10,"Summer"
"27",2011-10-04 17:00:00,13.269,2011,277,10,"Summer"
"28",2011-10-04 18:00:00,13.269,2011,277,10,"Summer"
"29",2011-10-04 19:00:00,13.269,2011,277,10,"Summer"
"30",2011-10-04 20:00:00,12.95575,2011,277,10,"Summer"
"31",2011-10-04 21:00:00,12.811,2011,277,10,"Summer"
"32",2011-10-04 22:00:00,12.9315,2011,277,10,"Summer"
"33",2011-10-04 23:00:00,13.004,2011,277,10,"Summer"
"34",2011-10-05 00:00:00,13.076,2011,278,10,"Summer"
"35",2011-10-05 01:00:00,13.076,2011,278,10,"Summer"
"36",2011-10-05 02:00:00,12.59375,2011,278,10,"Summer"
"37",2011-10-05 03:00:00,12.5455,2011,278,10,"Summer"
"38",2011-10-05 04:00:00,12.666,2011,278,10,"Summer"
"39",2011-10-05 05:00:00,12.787,2011,278,10,"Summer"
"40",2011-10-05 06:00:00,12.787,2011,278,10,"Summer"
"41",2011-10-05 07:00:00,12.69,2011,278,10,"Summer"
"42",2011-10-05 08:00:00,12.642,2011,278,10,"Summer"
"43",2011-10-05 09:00:00,12.594,2011,278,10,"Summer"
"44",2011-10-05 10:00:00,12.594,2011,278,10,"Summer"
"45",2011-10-05 11:00:00,12.594,2011,278,10,"Summer"
"46",2011-10-05 12:00:00,12.594,2011,278,10,"Summer"
"47",2011-10-05 13:00:00,12.594,2011,278,10,"Summer"
"48",2011-10-05 14:00:00,12.594,2011,278,10,"Summer"
"49",2011-10-05 15:00:00,12.594,2011,278,10,"Summer"
"50",2011-10-05 16:00:00,12.594,2011,278,10,"Summer"
"51",2011-10-05 17:00:00,12.52125,2011,278,10,"Summer"
"52",2011-10-05 18:00:00,12.497,2011,278,10,"Summer"
"53",2011-10-05 19:00:00,12.497,2011,278,10,"Summer"
"54",2011-10-05 20:00:00,12.425,2011,278,10,"Summer"
"55",2011-10-05 21:00:00,12.37675,2011,278,10,"Summer"
"56",2011-10-05 22:00:00,12.304,2011,278,10,"Summer"
"57",2011-10-05 23:00:00,12.2555,2011,278,10,"Summer"
"58",2011-10-06 00:00:00,12.207,2011,279,10,"Summer"
"59",2011-10-06 01:00:00,12.1585,2011,279,10,"Summer"
"60",2011-10-06 02:00:00,12.11,2011,279,10,"Summer"
"61",2011-10-06 03:00:00,12.11,2011,279,10,"Summer"
"62",2011-10-06 04:00:00,12.11,2011,279,10,"Summer"
"63",2011-10-06 05:00:00,12.08575,2011,279,10,"Summer"
"64",2011-10-06 06:00:00,12.013,2011,279,10,"Summer"
"65",2011-10-06 07:00:00,12.013,2011,279,10,"Summer"
"66",2011-10-06 08:00:00,11.916,2011,279,10,"Summer"
"67",2011-10-06 09:00:00,11.916,2011,279,10,"Summer"
"68",2011-10-06 10:00:00,11.916,2011,279,10,"Summer"
"69",2011-10-06 11:00:00,11.916,2011,279,10,"Summer"
"70",2011-10-06 12:00:00,11.819,2011,279,10,"Summer"
"71",2011-10-06 13:00:00,11.819,2011,279,10,"Summer"
