"Plot Title: LowerSulphurI20190625"
"#","Date Time, GMT-06:00","Abs Pres, Pa (LGR S/N: 1280510, SEN S/N: 1280510)","Temp, °C (LGR S/N: 1280510, SEN S/N: 1280510)","Coupler Detached (LGR S/N: 1280510)","End Of File (LGR S/N: 1280510)"
1,06/25/19 10:00:00 AM,75489,11.528,Logged,
2,06/25/19 10:15:00 AM,75496,11.431,,
3,06/25/19 10:30:00 AM,75515,11.431,,
4,06/25/19 10:45:00 AM,75525,11.431,,
5,06/25/19 11:00:00 AM,75506,11.431,,
6,06/25/19 11:15:00 AM,75535,11.431,,
7,06/25/19 11:30:00 AM,75528,11.528,,
8,06/25/19 11:45:00 AM,75528,11.528,,
9,06/25/19 12:00:00 PM,75508,11.528,,
10,06/25/19 12:15:00 PM,75511,11.625,,
11,06/25/19 12:30:00 PM,75521,11.625,,
12,06/25/19 12:45:00 PM,75501,11.625,,
13,06/25/19 01:00:00 PM,75492,11.625,,
14,06/25/19 01:15:00 PM,75494,11.722,,
15,06/25/19 01:30:00 PM,75494,11.722,,
16,06/25/19 01:45:00 PM,75485,11.722,,
17,06/25/19 02:00:00 PM,75475,11.722,,
18,06/25/19 02:15:00 PM,75478,11.819,,
19,06/25/19 02:30:00 PM,75487,11.819,,
20,06/25/19 02:45:00 PM,75487,11.819,,
21,06/25/19 03:00:00 PM,75478,11.819,,
22,06/25/19 03:15:00 PM,75468,11.819,,
23,06/25/19 03:30:00 PM,75439,11.819,,
24,06/25/19 03:45:00 PM,75442,11.916,,
25,06/25/19 04:00:00 PM,75422,11.916,,
26,06/25/19 04:15:00 PM,75432,11.916,,
27,06/25/19 04:30:00 PM,75413,11.916,,
28,06/25/19 04:45:00 PM,75422,11.916,,
29,06/25/19 05:00:00 PM,75413,11.916,,
30,06/25/19 05:15:00 PM,75422,11.916,,
31,06/25/19 05:30:00 PM,75422,11.916,,
32,06/25/19 05:45:00 PM,75413,11.916,,
33,06/25/19 06:00:00 PM,75406,12.013,,
34,06/25/19 06:15:00 PM,75406,12.013,,
35,06/25/19 06:30:00 PM,75415,12.013,,
36,06/25/19 06:45:00 PM,75406,12.013,,
37,06/25/19 07:00:00 PM,75406,12.013,,
38,06/25/19 07:15:00 PM,75415,12.013,,
39,06/25/19 07:30:00 PM,75425,12.013,,
40,06/25/19 07:45:00 PM,75425,12.013,,
41,06/25/19 08:00:00 PM,75444,12.013,,
42,06/25/19 08:15:00 PM,75454,12.013,,
43,06/25/19 08:30:00 PM,75473,12.013,,
44,06/25/19 08:45:00 PM,75502,12.013,,
45,06/25/19 09:00:00 PM,75522,12.013,,
46,06/25/19 09:15:00 PM,75532,12.013,,
47,06/25/19 09:30:00 PM,75551,12.013,,
48,06/25/19 09:45:00 PM,75570,12.013,,
49,06/25/19 10:00:00 PM,75570,12.013,,
50,06/25/19 10:15:00 PM,75590,12.013,,
51,06/25/19 10:30:00 PM,75599,12.013,,
52,06/25/19 10:45:00 PM,75599,12.013,,
53,06/25/19 11:00:00 PM,75599,12.013,,
54,06/25/19 11:15:00 PM,75606,11.916,,
55,06/25/19 11:30:00 PM,75606,11.916,,
56,06/25/19 11:45:00 PM,75606,11.916,,
57,06/26/19 12:00:00 AM,75597,11.916,,
58,06/26/19 12:15:00 AM,75587,11.916,,
59,06/26/19 12:30:00 AM,75587,11.916,,
60,06/26/19 12:45:00 AM,75568,11.916,,
61,06/26/19 01:00:00 AM,75577,11.916,,
62,06/26/19 01:15:00 AM,75575,11.819,,
63,06/26/19 01:30:00 AM,75565,11.819,,
64,06/26/19 01:45:00 AM,75594,11.819,,
65,06/26/19 02:00:00 AM,75604,11.819,,
66,06/26/19 02:15:00 AM,75604,11.819,,
67,06/26/19 02:30:00 AM,75620,11.722,,
68,06/26/19 02:45:00 AM,75601,11.722,,
69,06/26/19 03:00:00 AM,75601,11.722,,
70,06/26/19 03:15:00 AM,75620,11.722,,
71,06/26/19 03:30:00 AM,75630,11.722,,
72,06/26/19 03:45:00 AM,75627,11.625,,
73,06/26/19 04:00:00 AM,75647,11.625,,
74,06/26/19 04:15:00 AM,75656,11.625,,
75,06/26/19 04:30:00 AM,75656,11.625,,
76,06/26/19 04:45:00 AM,75676,11.625,,
77,06/26/19 05:00:00 AM,75676,11.625,,
78,06/26/19 05:15:00 AM,75663,11.528,,
79,06/26/19 05:30:00 AM,75663,11.528,,
80,06/26/19 05:45:00 AM,75663,11.528,,
81,06/26/19 06:00:00 AM,75683,11.528,,
